age,gender,region_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
26,1,0,1,1908,0,2,1,10,32.71,50040.24,802,0,1,0,1,6,0
57,0,1,1,92,2,1,2,4,733.94,22749.78,377,1,1,1,2,0,1
63,1,1,0,6286,2,2,0,7,33.46,8625.73,802,1,0,0,1,8,0
63,1,0,1,6286,1,1,1,10,230.6,64913.77,799,1,0,0,1,8,0
57,1,1,1,3662,0,2,2,6,802.66,45849.78,802,0,1,0,1,8,0
53,0,0,1,6209,0,2,2,9,34.68,24830.86,376,1,0,1,2,0,1
36,0,0,1,5931,0,2,2,14,60.91,34515.29,376,0,1,0,1,2,1
18,1,0,1,1950,0,2,2,7,44.32,6339.15,349,1,0,0,1,3,0
14,0,1,0,6286,0,0,2,14,231.23,14553.59,799,1,1,0,1,1,0
19,0,1,1,3362,2,2,0,6,147.37,3168.96,799,1,0,0,1,2,0
13,1,0,0,6286,0,1,2,10,275.41,33734.99,349,1,0,1,3,6,0
58,1,0,1,3178,1,0,1,16,603.69,49812.78,800,1,1,0,1,2,1
53,1,0,0,6286,2,1,1,19,33.71,32464.86,382,1,0,1,2,2,1
55,1,0,0,6286,2,0,0,18,207.07,25136.94,794,0,1,1,3,2,1
41,0,0,1,1189,1,1,2,5,1595.55,6326.5,347,1,1,1,0,1,1
48,1,1,0,6286,0,2,1,23,103.31,11821.46,357,1,0,0,1,7,0
44,0,1,1,3015,1,1,2,5,865.96,35588.42,801,1,1,1,2,1,1
63,1,1,0,6286,1,1,0,9,188.86,19117.99,350,0,1,1,4,3,0
21,1,0,1,1300,2,2,2,17,32.96,36112.46,800,1,0,0,1,1,1
45,1,1,0,6286,2,2,1,16,177.96,5471.59,382,0,1,0,1,7,1
43,0,0,0,6286,2,0,0,18,451.36,11141.12,802,1,0,0,1,7,1
34,1,1,1,1509,2,2,2,12,55.05,19626.29,377,1,0,1,4,1,1
40,1,0,0,6286,0,2,0,16,197.73,26217.16,380,0,1,1,4,7,1
62,1,1,0,6286,0,2,2,13,224.2,18561.15,374,0,1,1,0,1,1
24,0,1,1,3071,0,2,2,7,372.32,14602.26,802,1,0,0,1,0,1
41,0,0,0,6286,0,2,2,10,210.04,6721.92,799,1,0,1,2,7,1
23,0,0,0,6286,2,2,2,12,109.99,24568.1,377,1,0,0,1,0,1
41,1,1,0,6286,1,0,1,11,398.13,94592.05,346,0,1,1,0,4,0
30,0,1,1,4268,2,0,0,5,1383.7,15227.79,403,1,1,0,1,7,1
30,0,0,1,822,0,1,1,14,50.82,16680.24,353,0,1,0,1,7,0
17,1,2,1,5398,2,1,2,14,547.32,27918.51,802,1,0,1,0,8,0
57,1,0,1,3772,1,1,1,20,185.79,2825.48,802,1,0,1,0,3,1
47,1,0,1,3177,1,2,0,18,31.79,10539.85,355,0,1,1,3,0,0
64,1,1,0,6286,0,1,0,11,156.15,9966.83,387,0,1,1,2,7,1
28,0,0,1,2274,2,2,1,10,30.51,19342.15,349,1,0,1,2,3,1
52,0,1,1,4418,0,1,0,9,489.14,20397.01,372,1,1,0,1,2,1
35,0,1,0,6286,2,2,1,14,440.77,30013.8,358,0,1,0,1,3,0
54,0,0,1,6286,1,2,2,14,120.03,19402.35,387,0,1,0,1,0,1
30,0,1,1,1876,1,2,2,16,170.68,43017.71,353,1,0,1,4,2,1
12,1,1,1,3550,0,0,1,3,1259.47,42353.88,346,1,0,1,2,0,1
44,0,0,1,1324,1,1,0,19,32.8,31067.81,380,0,1,0,1,7,1
11,0,1,1,4143,2,2,0,12,663.88,33238.59,802,1,1,1,3,2,1
32,0,0,0,6286,1,1,2,16,51.43,55917.02,582,1,0,0,1,6,0
34,0,0,1,4777,2,1,0,17,184.74,18390.44,375,0,1,1,4,2,1
16,1,0,1,3765,2,2,1,21,578.9,31773.07,375,0,1,0,1,7,0
64,1,2,1,5091,1,2,0,10,33.82,25020.03,794,0,1,0,1,1,1
48,1,1,0,6286,0,2,2,9,107.26,1982.45,547,1,0,0,1,7,1
26,0,0,0,6286,2,1,0,9,58.43,19738.78,800,0,1,0,1,0,0
33,1,1,1,273,2,2,0,15,68.27,47119.56,729,1,0,1,2,0,0
18,0,0,1,1973,1,2,1,6,430.65,27046.86,387,0,1,0,1,1,1
29,0,1,0,6286,0,2,1,18,126.86,38660.03,358,1,0,1,3,0,1
11,1,1,1,6286,0,1,0,3,141.17,11250.95,346,1,0,1,4,1,1
43,1,0,1,3212,1,1,1,8,99.71,21963.34,794,1,0,1,2,1,0
43,1,0,1,1920,1,1,1,15,51.02,32673.02,377,0,1,0,1,2,1
45,1,0,0,6286,1,1,2,16,30.23,69190.14,358,0,1,1,2,4,0
39,1,0,1,1001,2,0,1,15,559.0,43545.32,236,1,1,0,1,3,1
19,0,0,0,6286,1,0,0,18,413.77,38056.69,357,0,1,1,4,0,1
60,1,1,1,4921,0,2,1,17,451.36,29842.44,794,1,0,0,1,3,1
60,0,1,1,1852,2,1,2,13,231.9,45999.71,382,0,1,0,1,2,1
48,1,0,1,1103,0,2,2,19,144.23,49930.68,376,0,1,1,3,3,1
63,1,1,1,435,1,0,1,7,608.16,2772.1,351,1,1,0,1,3,1
14,0,0,0,6286,2,1,2,14,87.06,2618.3,387,0,1,1,0,2,1
23,1,0,0,6286,2,1,2,13,171.56,26230.5,374,0,1,1,0,0,1
48,0,2,1,3275,1,2,1,17,34.62,3469.07,802,0,1,1,2,3,0
40,1,0,1,287,0,2,2,11,56.91,37571.62,358,1,0,0,1,1,1
53,1,1,0,6286,2,1,1,7,59.33,8195.65,349,1,0,0,1,3,0
52,1,0,1,2764,1,2,2,10,58.18,13140.2,374,0,1,0,1,7,0
20,0,1,0,6286,1,1,1,7,201.21,66618.1,225,0,1,0,1,6,0
26,0,0,1,4458,0,0,2,19,425.78,21217.41,801,1,1,0,1,6,0
53,1,0,0,6286,1,2,2,18,31.89,39786.85,350,0,1,0,1,1,1
50,0,1,0,6286,1,2,0,23,154.8,36209.17,346,1,0,1,0,7,0
63,1,0,0,6286,2,0,1,11,427.11,30759.89,802,1,0,1,0,3,1
45,0,0,1,5437,1,1,1,7,576.73,5923.2,347,1,0,0,1,7,1
36,1,1,0,6286,1,2,1,19,123.5,36677.56,802,1,0,0,1,7,1
48,1,0,0,6286,1,2,1,13,188.98,33488.89,346,1,0,0,1,3,0
55,0,0,0,6286,0,1,2,14,173.08,13788.92,347,1,0,1,0,0,0
63,1,1,1,5485,1,0,1,3,613.62,73309.39,349,1,0,0,1,4,0
45,0,1,1,2470,2,1,0,21,174.73,28985.79,380,1,0,0,1,3,1
30,0,1,0,6286,0,1,0,3,84.88,36360.03,802,0,1,0,1,0,1
57,0,1,0,6286,1,1,0,5,290.5,5669.67,43,0,1,1,3,3,1
29,0,1,0,6286,2,2,1,10,59.89,14872.36,349,0,1,0,1,0,1
61,0,0,0,6286,0,1,2,8,252.18,35174.96,380,1,1,1,4,3,1
16,0,1,0,6286,1,1,0,9,362.39,21331.46,354,1,0,0,1,2,0
48,1,0,1,3397,2,2,0,20,261.11,35572.07,354,1,0,1,2,7,1
21,1,0,0,6286,1,1,2,14,134.26,49853.25,358,0,1,1,3,0,1
26,1,0,1,4034,2,2,2,22,159.86,38142.48,374,1,0,1,0,7,1
56,0,1,1,6286,0,1,1,10,101.81,5172.8,729,1,0,1,3,7,0
48,0,1,1,3577,1,2,2,2,30.35,21011.9,374,1,0,0,1,1,0
12,0,0,1,222,1,2,2,11,231.08,3615.18,382,0,1,1,2,7,0
39,1,2,1,2958,2,2,2,7,31.04,21831.9,802,1,0,0,1,0,1
33,0,0,1,1094,1,2,2,11,1024.9023543788874,91596.79,353,0,1,1,4,8,0
13,1,1,0,6286,2,2,0,3,144.29,31418.1,351,0,1,1,0,0,0
16,1,1,0,6286,0,2,2,6,1763.470667783355,49137.43,411,1,0,1,3,3,1
47,0,1,1,3427,0,1,1,17,277.43,39247.88,349,0,1,0,1,1,1
13,0,1,1,3426,2,1,1,7,129.38,41882.03,357,0,1,1,4,2,1
29,1,1,0,6286,0,1,0,2,351.73,48161.36,355,0,1,1,2,8,0
32,0,2,0,6286,0,0,1,17,361.77,3996.21,377,1,0,1,3,3,1
44,1,0,0,6286,0,1,2,10,138.35,24816.84,376,0,1,1,2,3,1
38,0,1,1,6201,0,2,2,7,154.74,14810.67,350,0,1,0,1,3,1
17,0,1,1,1804,2,1,0,17,243.83,15694.48,799,0,1,0,1,3,1
49,0,1,1,2177,1,2,1,16,145.04,7065.76,357,1,0,1,2,3,1
39,0,0,1,5791,1,1,2,16,89.83,27385.32,353,1,0,1,3,0,0
50,0,0,1,1537,0,2,2,7,30.68,41522.1,802,1,0,1,0,0,0
52,1,0,1,5763,1,1,0,14,499.62,36416.82,729,1,1,1,4,2,0
22,1,2,1,6286,2,2,1,15,1052.05726032773,15837.69,358,0,1,1,4,1,0
28,1,1,0,6286,1,2,2,6,270.34,68886.98,336,1,0,0,1,8,0
22,0,1,1,6286,2,0,0,14,599.9,34045.25,382,1,1,1,0,3,1
50,0,0,1,84,0,2,0,10,109.35,25880.01,794,1,0,1,3,0,0
34,0,2,1,6286,2,0,1,5,840.3,44680.85,382,1,1,0,1,7,1
14,0,1,0,6286,1,0,1,11,492.82,3390.37,801,1,0,0,1,7,1
38,1,1,1,1763,2,1,0,25,133.84,2461.6,349,0,1,0,1,0,0
57,0,1,1,5505,1,2,0,18,190.67,14067.0,801,0,1,1,2,4,0
12,0,1,1,6286,1,2,0,7,116.78,6283.87,375,1,0,1,2,7,1
38,0,0,1,2146,2,0,1,8,533.26,25062.36,794,1,0,1,3,1,1
56,0,0,0,6286,0,2,1,8,50.53,22919.56,799,0,1,0,1,3,0
59,0,2,1,6286,2,2,0,7,122.29,30219.88,729,0,1,0,1,1,1
31,0,0,1,170,0,0,0,15,592.4,22997.97,349,0,1,1,3,3,1
53,0,0,1,4916,2,1,2,15,52.32,37874.11,351,0,1,0,1,0,1
52,0,1,0,6286,1,2,2,21,272.39,9680.59,357,1,0,0,1,2,0
32,0,0,0,6286,0,1,0,6,31.38,49723.11,380,1,0,0,1,3,1
32,1,1,0,6286,2,2,2,21,135.06,11858.5,387,1,0,1,0,3,1
30,1,2,0,6286,2,1,0,18,146.47,44067.0,336,0,1,1,0,4,0
28,1,0,0,6286,0,1,1,13,30.39,25190.75,357,1,0,1,2,1,1
32,0,0,0,6286,2,1,2,14,101.52,45720.73,376,1,0,1,4,3,1
14,1,2,0,6286,2,1,0,22,256.41,18786.39,351,0,1,1,2,1,1
56,1,1,1,954,1,2,2,3,81.89,48767.13,799,0,1,0,1,2,1
26,0,1,0,6286,0,1,0,14,206.75,6722.04,375,1,1,0,1,7,1
51,1,1,0,6286,2,2,0,23,368.75,12890.0,376,1,1,0,1,7,1
43,0,1,1,4063,0,1,2,13,516.94,32453.39,355,1,0,0,1,1,1
10,0,1,1,930,2,0,2,12,897.8,32191.36,350,0,1,0,1,2,0
60,0,0,1,4374,1,1,2,18,238.78,3266.39,349,1,0,1,4,7,1
49,0,0,1,2238,1,1,2,13,812.54,18557.23,729,1,1,0,1,0,1
39,0,1,1,4036,0,0,0,22,401.9,41500.08,349,1,0,0,1,6,0
59,1,0,1,1406,0,2,0,13,38.94,39691.91,350,1,0,1,3,3,0
40,0,1,1,1921,0,2,0,23,32.83,3893.99,391,0,1,0,1,3,0
59,1,1,1,3602,1,1,2,20,182.3,4051.95,403,1,0,1,0,0,0
40,1,0,1,393,2,1,1,9,243.9,51578.3,351,0,1,1,4,8,0
38,0,1,0,6286,1,1,2,9,131.18,14734.62,380,1,0,0,1,0,1
35,1,1,0,6286,2,2,2,15,120.4,1499.44,387,1,0,1,0,3,1
23,0,2,0,6286,2,2,1,7,226.66,14759.6,410,0,1,0,1,6,0
11,1,2,1,4963,1,1,0,17,164.85,33285.55,351,0,1,0,1,1,0
53,1,1,0,6286,0,1,2,13,271.33,37924.86,358,1,0,0,1,3,1
44,0,0,1,1662,1,1,1,8,110.77,63991.18,360,0,1,0,1,5,0
23,0,0,0,6286,1,1,1,18,199.54,19497.91,346,1,0,1,0,1,0
12,0,0,1,6010,0,2,0,2,595.82,21693.58,109,1,1,1,3,7,1
51,0,1,1,2727,0,2,1,2,162.31,73391.47,582,0,1,0,1,8,0
48,1,0,1,4736,1,0,0,12,630.33,27720.86,350,0,1,1,0,1,1
42,0,2,0,6286,1,1,0,16,43.49,36163.4,358,1,0,0,1,3,1
10,0,0,1,6280,1,0,0,15,757.82,40496.16,403,1,1,1,4,0,1
64,0,1,0,6286,1,2,2,15,308.29,90153.79,729,1,1,1,4,5,0
52,0,0,0,6286,1,2,1,13,149.56,11215.96,802,0,1,1,0,3,1
59,0,2,1,6129,2,2,0,14,592.9,4411.82,799,1,0,1,2,0,1
34,0,1,1,2561,2,2,0,13,147.6,32776.66,346,1,0,0,1,1,1
22,0,2,0,6286,0,2,2,9,88.22,9570.58,391,0,1,1,3,1,1
25,1,2,0,6286,2,2,0,4,110.81,38995.87,729,0,1,1,2,2,1
42,0,2,0,6286,1,2,0,8,42.97,6685.12,799,1,0,0,1,1,1
51,0,1,0,6286,1,2,1,8,202.42,12845.33,391,1,1,1,2,0,0
50,0,1,0,6286,1,1,1,7,395.22,99293.27,349,1,1,1,3,8,0
64,0,1,1,1673,1,1,1,10,78.93,38632.43,391,0,1,1,0,7,1
10,0,1,0,6286,2,0,1,12,314.86,9140.43,347,0,1,1,4,3,0
39,1,0,0,6286,2,2,0,18,238.71,31665.98,729,1,0,1,2,7,1
63,1,0,0,6286,0,1,2,16,31.28,13418.2,375,1,0,1,4,2,1
17,0,1,1,6286,2,0,2,14,690.9,39735.39,800,1,0,0,1,8,0
24,0,2,1,5221,0,1,0,12,267.23,34862.84,349,0,1,1,4,1,1
36,1,0,1,2494,0,2,0,16,92.66,18537.64,794,1,0,0,1,2,1
37,1,2,1,1478,1,1,1,18,113.66,38524.89,799,0,1,1,0,0,1
23,0,1,0,6286,2,1,2,20,177.94,21410.7,801,0,1,1,4,0,1
29,1,0,1,5627,2,2,1,15,288.22,15550.23,346,1,0,0,1,3,1
47,0,2,0,6286,1,1,1,8,289.18,67248.85,354,1,1,0,1,8,0
34,1,0,0,6286,0,1,0,17,482.62,14730.93,290,1,0,1,4,0,1
44,1,2,1,5968,1,1,2,11,625.88,42260.18,799,1,0,0,1,3,0
25,1,1,0,6286,2,2,0,14,46.26,2260.81,354,0,1,1,0,0,0
58,0,1,1,4901,1,2,1,14,268.18,24313.93,802,1,0,1,4,0,1
37,0,1,0,6286,0,2,0,15,326.09,31282.82,353,1,0,0,1,7,1
18,0,0,0,6286,1,2,1,11,220.43,88487.77,802,1,0,1,4,4,0
25,1,2,0,6286,0,1,2,23,34.7,57749.55,800,0,1,1,4,6,0
34,0,2,0,6286,1,1,0,17,31.0,11058.03,357,0,1,1,0,2,1
57,1,1,0,6286,2,1,2,6,287.95,19152.42,375,1,1,0,1,1,1
55,1,2,0,6286,0,1,0,25,180.52,79468.17,353,1,0,0,1,5,0
30,1,2,0,6286,0,2,1,24,39.39,24563.37,372,0,1,1,0,3,1
62,0,1,1,3874,2,1,1,13,50.7,15496.94,374,1,0,1,3,3,1
27,1,1,0,6286,2,1,1,18,133.69,35228.03,376,0,1,0,1,3,1
25,1,0,1,436,2,2,0,12,209.18,2033.22,216,0,1,1,3,3,1
54,1,0,1,5193,0,2,2,4,1077.2628927354458,7760.82,382,1,0,0,1,2,0
43,1,1,0,6286,1,1,2,14,115.44,37022.44,358,0,1,0,1,0,0
55,0,0,0,6286,1,1,2,16,344.14,2430.17,800,0,1,0,1,2,1
45,0,2,0,6286,1,1,0,12,1308.330951740528,6737.09,800,0,1,1,2,1,1
12,1,2,1,263,2,0,2,18,624.29,37919.02,353,0,1,0,1,4,0
33,1,1,0,6286,2,1,1,7,159.29,10942.1,801,1,0,1,4,7,1
12,1,1,1,2914,0,1,1,18,116.48,1123.76,729,0,1,1,3,2,1
12,1,1,1,6286,2,2,0,14,210.32,40368.65,387,0,1,1,0,2,0
50,1,1,1,4242,2,1,0,2,115.12,11481.35,350,1,0,0,1,2,0
14,1,1,0,6286,1,1,2,9,36.58,17372.86,375,1,0,1,0,1,1
28,0,1,0,6286,0,1,1,12,217.57,31101.67,799,1,0,0,1,0,1
45,0,1,0,6286,0,1,0,16,33.94,66917.63,347,1,0,1,0,8,0
62,0,1,1,4531,2,2,1,21,33.91,27193.01,233,1,0,1,0,1,1
14,0,0,1,2506,2,1,2,7,66.15,3630.8,801,0,1,0,1,7,0
21,0,1,0,6286,0,1,0,9,30.29,2795.94,802,1,0,1,3,1,0
18,0,1,0,6286,1,0,1,10,273.72,12974.01,649,1,0,1,3,3,0
54,0,1,1,3981,0,2,2,10,99.91,5983.0,802,1,0,1,2,3,1
16,0,0,1,3848,1,1,0,14,181.31,29815.71,350,0,1,1,4,1,1
59,1,1,1,4230,1,2,2,16,32.15,11491.28,351,1,0,0,1,2,1
32,0,2,1,1061,1,1,0,18,505.7,12306.33,391,0,1,1,2,2,0
56,1,2,1,2107,0,1,1,12,39.7,66237.4,353,1,0,0,1,5,0
39,0,1,1,3381,2,0,1,3,719.68,5282.33,349,1,1,1,0,1,1
42,1,0,1,2125,0,2,1,10,34.21,31420.85,403,1,0,1,2,1,1
13,1,0,0,6286,2,1,0,12,193.06,14942.98,794,1,0,0,1,8,0
33,1,1,0,6286,2,1,0,15,165.5,15980.55,350,0,1,1,4,1,1
23,1,2,1,1883,2,2,1,19,31.16,14589.09,380,0,1,1,4,2,1
18,1,1,1,3050,0,1,2,15,137.82,2800.28,794,1,0,1,4,6,0
44,0,2,1,5354,2,1,1,16,75.24,34948.0,358,0,1,0,1,2,1
57,0,1,0,6286,1,1,1,15,75.69,24655.99,354,0,1,0,1,1,1
23,1,1,0,6286,0,0,2,18,376.94,42869.98,353,1,0,1,3,2,1
18,1,1,0,6286,0,1,2,11,89.53,90651.76,582,0,1,0,1,6,0
14,1,1,0,6286,2,2,1,16,181.11,11151.43,794,0,1,0,1,6,0
26,0,0,1,5257,1,2,1,9,794.78,31333.56,357,1,1,1,0,7,0
51,1,0,1,2049,0,1,2,7,562.42,6086.75,354,0,1,0,1,6,0
42,0,1,1,3007,2,2,2,10,33.41,4479.27,382,1,0,0,1,7,0
29,0,0,0,6286,2,2,0,14,43.73,3518.24,802,0,1,0,1,1,1
60,1,1,1,994,2,2,1,8,84.7,21082.33,355,0,1,1,4,2,0
40,0,0,1,1239,0,2,2,15,31.0,49991.31,353,0,1,0,1,7,1
16,1,0,1,3273,1,2,0,6,78.23,815.22,802,0,1,1,4,2,0
56,0,0,0,6286,1,2,1,12,272.94615749781474,28480.38,731,0,1,0,1,0,1
62,1,0,0,6286,1,2,1,21,122.6,84573.21,729,0,1,1,3,6,0
62,0,0,0,6286,0,2,0,12,1032.250392452749,24989.53,802,1,0,0,1,0,0
29,1,1,0,6286,2,1,1,22,92.92,38408.48,350,0,1,1,2,1,1
60,0,1,1,2572,2,2,0,13,1042.6577053432177,30014.53,391,0,1,1,0,0,1
44,1,1,0,6286,2,2,2,12,184.84,38685.47,802,1,0,1,0,2,0
21,0,0,1,536,1,2,2,14,320.52,14131.53,346,1,1,1,2,2,1
41,0,1,1,3876,2,2,0,14,1093.608376866326,40706.84,275,0,1,1,3,0,1
42,1,0,1,1413,1,1,2,16,373.18,7962.03,799,1,1,1,0,3,1
54,0,1,0,6286,0,2,2,6,287.91,45014.5,794,1,1,0,1,3,0
56,0,0,1,6286,1,1,2,12,217.73,39138.01,349,0,1,0,1,2,1
13,0,0,0,6286,1,2,1,9,117.5,46391.63,374,1,0,1,4,7,0
57,0,0,1,593,1,1,0,17,227.23,31018.64,350,1,1,0,1,8,0
16,0,1,1,894,0,1,0,24,110.88,10689.77,336,0,1,0,1,4,0
47,1,0,0,6286,1,0,0,15,431.33,9143.43,799,1,1,0,1,8,0
36,1,1,0,6286,1,1,0,16,33.72,91283.4,360,1,0,0,1,8,0
50,0,2,0,6286,0,2,2,18,34.43,19681.11,350,0,1,0,1,4,0
22,0,0,1,3573,1,0,2,22,698.31,16217.56,391,1,0,0,1,7,1
14,1,1,0,6286,0,1,2,16,103.15,8542.07,380,0,1,0,1,7,0
15,1,0,1,3767,1,1,0,24,67.55,32777.77,376,1,0,0,1,1,1
52,1,0,1,1670,1,2,2,11,138.14,37169.18,380,0,1,0,1,0,1
34,0,1,1,897,2,2,2,19,87.06,16464.28,347,1,0,0,1,7,0
33,0,0,1,886,0,2,1,14,735.24,30637.13,380,1,1,0,1,3,0
63,1,2,1,1510,0,2,2,1,208.09,42822.9,387,0,1,1,4,2,1
54,0,2,0,6286,2,2,0,10,41.49,45461.02,377,1,0,1,2,1,1
22,1,0,0,6286,0,1,2,15,46.48,11851.33,729,0,1,1,0,6,0
49,1,1,0,6286,2,1,1,14,397.79,23549.48,372,0,1,0,1,0,1
53,1,1,1,3803,0,2,2,12,389.25,27192.11,354,1,0,0,1,0,1
43,0,0,0,6286,2,1,1,8,113.67,4334.34,377,0,1,0,1,2,0
55,1,2,0,6286,1,1,1,14,32.75,3585.94,799,0,1,0,1,8,0
54,0,1,1,4257,2,1,2,15,983.0080946394862,45020.26,377,1,0,0,1,7,0
64,1,0,1,4552,0,1,1,8,100.64,46410.45,357,0,1,0,1,7,0
58,1,1,1,5420,1,1,1,9,33.46,46341.9,355,1,0,1,4,6,0
24,1,0,0,6286,0,2,1,20,410.59,8153.23,799,0,1,0,1,1,1
13,1,1,0,6286,2,2,2,6,50.47,23271.04,355,1,0,0,1,3,1
12,1,0,0,6286,0,1,0,21,124.85,1012.19,800,0,1,1,0,0,1
28,1,0,1,6,2,2,0,10,133.76,12462.39,357,0,1,0,1,0,1
10,0,1,1,687,0,2,2,9,98.98,19132.98,355,1,0,0,1,8,0
34,1,1,1,3145,2,1,1,23,74.75,43659.33,799,1,0,1,2,3,1
36,1,0,0,6286,1,1,0,7,312.28,6256.71,347,0,1,0,1,6,0
44,1,1,0,6286,0,0,0,24,216.27,23800.2,347,1,0,1,2,0,1
12,1,0,0,6286,0,2,2,14,397.63,13707.44,801,1,1,0,1,3,1
44,1,1,1,3827,0,0,0,11,268.43,1407.8,347,1,1,0,1,7,1
46,0,0,1,1271,2,1,1,20,1215.71,11704.56,387,1,0,0,1,3,1
10,0,2,1,5724,0,2,2,21,138.99,22099.96,801,0,1,1,4,0,1
42,0,0,1,1660,2,2,1,17,309.09,38317.33,377,1,0,1,2,2,0
28,0,1,1,4953,0,1,1,11,31.43,9531.64,729,0,1,1,2,2,1
14,0,2,0,6286,1,2,1,17,212.16,8774.33,351,0,1,0,1,7,1
64,1,0,0,6286,2,1,0,24,1221.7682018387814,9396.78,380,1,1,0,1,0,1
11,1,0,1,3196,2,1,1,3,296.15,13709.74,354,1,1,0,1,0,1
58,0,0,0,6286,2,2,0,12,169.24,33751.43,346,0,1,0,1,2,1
29,0,1,0,6286,2,2,0,10,104.86,15002.65,802,1,0,0,1,7,1
55,0,1,0,6286,1,1,0,14,460.71,2293.99,353,1,0,1,4,2,0
47,0,2,1,1983,1,2,1,8,606.26,8226.73,387,1,1,0,1,0,0
44,1,1,0,6286,0,1,0,15,315.59,1448.99,374,0,1,0,1,0,0
47,0,2,0,6286,1,2,0,13,39.39,55327.85,800,1,0,1,0,8,0
53,1,0,1,3852,1,2,0,8,154.83,11198.01,802,0,1,1,2,6,0
62,0,1,1,4621,2,2,1,9,96.21,25996.32,355,1,0,1,4,7,0
46,0,0,0,6286,2,2,2,5,259.63,34006.84,372,0,1,1,2,2,1
60,1,1,0,6286,2,1,1,15,146.02,990.4,382,0,1,1,3,7,0
48,0,0,1,4365,1,2,0,13,647.59,31102.95,380,0,1,0,1,7,1
54,1,0,1,4631,1,2,0,13,46.99,25442.52,799,0,1,0,1,0,0
52,1,0,0,6286,1,0,1,16,362.99,45501.58,358,1,0,0,1,1,0
20,1,1,0,6286,0,0,2,11,494.0,38743.38,403,0,1,1,3,1,1
43,1,1,0,6286,1,1,2,19,94.25,19255.61,380,0,1,1,2,7,1
44,1,0,0,6286,0,2,1,20,225.28,39334.73,403,0,1,0,1,1,0
19,1,1,1,6191,1,0,2,21,106.42,32128.95,358,1,1,1,3,3,0
52,0,0,1,3387,0,1,0,11,30.3,38667.05,347,1,0,1,3,1,1
48,1,0,0,6286,1,1,2,13,155.87,9319.72,351,1,0,0,1,5,0
21,1,1,1,744,1,2,2,15,72.43,33047.8,611,0,1,1,3,0,0
33,1,0,1,6286,0,2,1,10,543.27,38920.39,387,1,0,0,1,0,1
53,1,1,0,6286,1,1,1,18,34.51,42143.94,380,0,1,1,2,3,1
30,1,1,1,5334,1,1,0,6,193.03,29978.47,357,1,0,0,1,2,1
37,1,1,1,5177,1,2,2,17,66.64,23624.58,794,1,0,1,2,0,1
19,0,1,1,1704,2,1,1,12,678.3,9831.04,351,1,1,1,0,0,0
64,0,0,1,1474,2,2,0,18,141.09,33765.6,377,1,0,1,0,1,1
28,1,1,1,3504,1,1,2,11,318.53,6012.27,372,1,0,1,3,1,1
62,1,2,1,210,1,0,2,13,507.97,19084.78,380,1,0,0,1,1,0
27,0,0,0,6286,1,1,1,20,447.14,40421.68,391,0,1,1,4,2,1
15,1,0,0,6286,1,2,1,12,323.06,41900.47,355,1,0,1,2,2,1
56,0,1,0,6286,0,2,1,16,88.45,22463.21,347,0,1,0,1,1,0
11,0,1,1,4098,2,2,1,10,900.81,30596.26,794,1,1,1,0,3,1
14,0,2,0,6286,2,2,0,15,1315.219336150637,42491.13,375,1,0,1,0,2,1
33,0,1,1,4348,0,1,1,2,161.19,40863.54,377,0,1,1,4,1,1
42,0,2,1,4957,0,2,0,10,53.26,35012.79,357,0,1,0,1,7,1
43,1,1,1,5944,1,2,2,9,980.6,31595.01,376,1,0,0,1,2,1
49,0,1,1,590,1,1,1,10,32.65,39667.21,380,0,1,0,1,7,0
61,0,1,1,282,1,0,2,18,523.93,93083.32,357,1,1,1,3,4,0
25,1,2,1,2488,1,2,2,5,1345.44,7834.6,391,1,0,1,4,2,0
21,1,1,0,6286,1,2,0,9,30.56,806.22,799,1,0,0,1,1,0
33,0,2,0,6286,1,1,2,15,468.43,12100.05,372,1,1,1,2,3,1
22,0,1,0,6286,1,2,2,10,84.16714683389489,11418.63,403,0,1,0,1,7,1
55,0,0,0,6286,1,2,1,11,56.76,29636.59,387,0,1,0,1,3,1
59,0,1,1,133,0,1,0,14,605.09,38315.58,802,1,0,1,2,7,0
56,0,0,1,3301,0,2,2,25,32.89,49409.3,801,0,1,0,1,3,1
43,0,1,0,6286,1,2,1,17,62.48,80021.49,336,1,0,1,0,4,0
49,1,1,1,1825,0,1,2,12,72.34,28678.94,794,0,1,0,1,2,1
34,1,1,1,547,1,2,2,12,381.9,44588.39,357,0,1,0,1,2,1
22,1,1,1,1063,1,1,2,12,138.87,3440.22,376,0,1,1,4,1,1
61,0,1,1,966,0,0,1,13,475.09,88873.36,346,0,1,0,1,8,0
29,1,1,0,6286,1,1,1,8,69.93,6636.53,801,0,1,1,4,0,0
59,0,0,1,1167,0,2,0,12,34.1,37432.73,729,0,1,0,1,8,0
39,0,1,1,6114,1,1,1,6,81.39,1293.03,387,0,1,1,3,3,0
52,0,0,1,4064,1,2,0,22,383.42,24358.05,376,1,1,1,0,7,1
21,1,0,1,628,1,2,2,19,70.73,27922.14,729,0,1,1,3,0,1
18,1,0,1,4365,0,1,2,14,30.05,18928.49,358,0,1,0,1,7,0
51,1,2,1,3982,0,2,1,16,82.85,42478.43,377,1,0,0,1,0,1
