age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
21,0,0,0,1,6286,2,1,1,7,42.96,47918.96,355,567.83,0,1,0,1,1,1
17,0,1,2,1,898,2,2,1,14,38.32,34570.46,358,661.31,0,1,0,1,1,1
20,0,1,3,0,6286,1,1,2,16,30.93,32656.24,380,751.11,0,1,1,4,3,0
58,1,1,5,1,1047,1,2,2,14,1202.9810981735925,10162.8,382,768.81,0,1,0,1,7,0
45,1,1,0,1,4704,2,0,1,21,221.46,8748.42,799,539.98,1,0,0,1,7,1
64,0,0,2,0,6286,0,2,2,5,32.88,8060.57,800,521.41,1,0,1,4,2,1
45,0,1,0,1,4641,2,2,2,13,87.58,49737.31,376,707.58,1,0,0,1,3,1
30,1,0,4,1,3895,1,2,0,9,154.34,42079.89,357,758.17,0,1,0,1,2,0
45,1,0,1,1,343,1,0,0,6,696.13,41921.12,355,733.55,1,1,1,4,5,0
40,1,2,2,0,6286,0,0,2,10,208.37,36944.42,346,587.25,1,0,1,4,3,1
46,1,1,3,0,6286,2,1,0,12,306.14,8716.3,350,937.6963074282728,1,0,1,3,5,0
52,1,0,1,0,6286,2,1,1,9,239.34,17319.58,794,1250.9851968518342,1,0,0,1,0,0
53,0,2,2,0,6286,0,1,1,8,237.58,5194.83,358,609.6,1,0,1,0,0,1
22,0,1,2,1,2074,2,2,1,14,30.45,28732.55,794,656.15,0,1,1,2,0,1
56,0,0,2,0,6286,2,2,0,11,33.29,29211.77,403,584.89,1,0,1,2,7,1
59,1,1,2,1,2779,1,2,1,16,148.71,24703.93,117,331.0992524792618,0,1,1,2,7,1
16,0,2,0,1,1610,0,1,0,11,75.54,39522.48,355,655.74,1,0,0,1,2,1
19,1,1,0,1,1675,0,1,1,21,159.09,29522.94,347,176.0657090086319,0,1,1,3,7,1
13,0,2,5,0,6286,0,1,2,10,228.05,19004.18,801,632.59,1,0,0,1,2,1
14,0,2,3,1,5210,0,1,1,16,114.81,2690.02,801,1006.6360635944916,0,1,1,2,4,0
57,1,0,1,1,2346,0,1,1,16,65.6,40151.96,358,673.26,0,1,0,1,0,1
34,1,1,5,0,6286,1,0,0,14,244.46,90064.38,801,708.04,1,0,1,3,4,0
57,0,0,5,0,6286,0,2,0,9,109.08,75447.17,801,738.62,1,0,1,3,6,0
46,0,2,1,1,676,0,1,2,16,164.39,6970.6,354,764.78,0,1,0,1,3,0
41,0,2,2,0,6286,1,1,2,13,34.2,35699.6,355,639.53,1,0,0,1,1,1
43,1,0,2,1,5153,2,2,0,14,34.16,47660.34,382,654.15,1,0,1,3,3,1
38,1,0,2,1,1861,2,0,1,8,556.21,37116.13,387,666.78,0,1,0,1,7,1
12,1,0,1,1,4350,2,1,2,6,31.26,69759.67,800,451.73002317635394,1,0,1,0,4,0
17,0,0,3,0,6286,1,2,1,15,390.94,9425.86,410,822.23,0,1,0,1,6,0
63,1,1,4,0,6286,2,1,2,5,33.36,22722.57,794,709.49,0,1,1,2,2,0
13,0,1,4,0,6286,2,1,2,12,33.53,964.04,382,742.56,1,0,0,1,1,0
27,0,2,2,1,3859,1,2,0,10,1797.988447726371,12182.71,354,688.22,1,1,0,1,3,1
60,0,1,5,1,2184,0,2,1,5,101.23,35765.25,357,712.47,1,0,0,1,0,1
15,1,0,5,1,3567,2,0,1,14,693.88,3450.53,403,688.14,1,1,1,4,3,1
12,1,0,1,0,6286,1,1,1,25,83.1,6776.04,376,607.29,1,0,0,1,3,1
10,1,0,4,0,6286,0,1,1,15,354.19,50497.05,410,754.46,1,0,0,1,6,0
19,1,2,5,0,6286,2,1,1,17,38.5,96704.84,355,1012.5550638298294,1,0,1,2,8,0
47,1,1,5,1,3049,1,1,2,6,377.99,32128.39,372,655.91,1,0,0,1,7,1
50,0,0,2,1,4903,2,1,2,12,75.49,16439.65,346,105.42415617954418,0,1,1,2,0,1
43,1,1,1,0,6286,1,1,1,12,116.96,46172.28,358,630.38,0,1,1,2,3,1
26,1,2,4,1,4576,0,2,2,16,705.87,38875.74,360,795.2,1,0,1,4,8,0
13,0,2,4,0,6286,2,1,2,15,61.14,24708.52,802,709.72,0,1,0,1,1,0
14,1,0,1,1,5577,2,1,0,8,183.31,10176.3,380,785.0,1,0,1,3,2,0
24,0,1,0,1,1165,0,2,1,6,32.42,34163.95,387,634.03,1,0,0,1,0,1
39,0,2,4,1,2117,0,2,2,13,131.54,13274.1,372,719.74,0,1,1,4,1,0
41,1,1,2,1,3665,0,2,0,21,228.2,4114.85,375,624.13,0,1,0,1,1,1
26,1,0,3,1,1908,0,2,1,10,32.71,50040.24,802,789.1,0,1,0,1,6,0
57,0,1,5,1,92,2,1,2,4,733.94,22749.78,377,682.7,1,1,1,2,0,1
63,1,1,3,0,6286,2,2,0,7,33.46,8625.73,802,746.74,1,0,0,1,8,0
63,1,0,3,1,6286,1,1,1,10,230.6,64913.77,799,843.27,1,0,0,1,8,0
57,1,1,4,1,3662,0,2,2,6,802.66,45849.78,802,758.59,0,1,0,1,8,0
53,0,0,2,1,6209,0,2,2,9,34.68,24830.86,376,561.95,1,0,1,2,0,1
36,0,0,2,1,5931,0,2,2,14,60.91,34515.29,376,699.63,0,1,0,1,2,1
18,1,0,5,1,1950,0,2,2,7,44.32,6339.15,349,769.68,1,0,0,1,3,0
14,0,1,5,0,6286,0,0,2,14,231.23,14553.59,799,344.02061992925667,1,1,0,1,1,0
19,0,1,5,1,3362,2,2,0,6,147.37,3168.96,799,1145.3432754983623,1,0,0,1,2,0
13,1,0,1,0,6286,0,1,2,10,275.41,33734.99,349,301.5974282766652,1,0,1,3,6,0
58,1,0,2,1,3178,1,0,1,16,603.69,49812.78,800,542.98,1,1,0,1,2,1
53,1,0,5,0,6286,2,1,1,19,33.71,32464.86,382,605.39,1,0,1,2,2,1
55,1,0,0,0,6286,2,0,0,18,207.07,25136.94,794,597.81,0,1,1,3,2,1
41,0,0,2,1,1189,1,1,2,5,1595.55,6326.5,347,650.62,1,1,1,0,1,1
48,1,1,3,0,6286,0,2,1,23,103.31,11821.46,357,780.18,1,0,0,1,7,0
44,0,1,0,1,3015,1,1,2,5,865.96,35588.42,801,648.46,1,1,1,2,1,1
63,1,1,5,0,6286,1,1,0,9,188.86,19117.99,350,1073.1041247188507,0,1,1,4,3,0
21,1,0,5,1,1300,2,2,2,17,32.96,36112.46,800,689.21,1,0,0,1,1,1
45,1,1,0,0,6286,2,2,1,16,177.96,5471.59,382,234.78341495345245,0,1,0,1,7,1
43,0,0,2,0,6286,2,0,0,18,451.36,11141.12,802,1142.1573402614767,1,0,0,1,7,1
34,1,1,1,1,1509,2,2,2,12,55.05,19626.29,377,660.34,1,0,1,4,1,1
40,1,0,2,0,6286,0,2,0,16,197.73,26217.16,380,595.84,0,1,1,4,7,1
62,1,1,0,0,6286,0,2,2,13,224.2,18561.15,374,707.38,0,1,1,0,1,1
24,0,1,2,1,3071,0,2,2,7,372.32,14602.26,802,663.05,1,0,0,1,0,1
41,0,0,0,0,6286,0,2,2,10,210.04,6721.92,799,1000.2764277436888,1,0,1,2,7,1
23,0,0,2,0,6286,2,2,2,12,109.99,24568.1,377,558.61,1,0,0,1,0,1
41,1,1,4,0,6286,1,0,1,11,398.13,94592.05,346,803.98,0,1,1,0,4,0
30,0,1,0,1,4268,2,0,0,5,1383.7,15227.79,403,232.27390250110903,1,1,0,1,7,1
30,0,0,5,1,822,0,1,1,14,50.82,16680.24,353,723.4,0,1,0,1,7,0
17,1,2,3,1,5398,2,1,2,14,547.32,27918.51,802,965.1348772878764,1,0,1,0,8,0
57,1,0,2,1,3772,1,1,1,20,185.79,2825.48,802,609.74,1,0,1,0,3,1
47,1,0,3,1,3177,1,2,0,18,31.79,10539.85,355,379.7234604109825,0,1,1,3,0,0
64,1,1,0,0,6286,0,1,0,11,156.15,9966.83,387,351.08139829625543,0,1,1,2,7,1
28,0,0,0,1,2274,2,2,1,10,30.51,19342.15,349,614.98,1,0,1,2,3,1
52,0,1,5,1,4418,0,1,0,9,489.14,20397.01,372,711.89,1,1,0,1,2,1
35,0,1,5,0,6286,2,2,1,14,440.77,30013.8,358,793.86,0,1,0,1,3,0
54,0,0,2,1,6286,1,2,2,14,120.03,19402.35,387,682.45,0,1,0,1,0,1
30,0,1,0,1,1876,1,2,2,16,170.68,43017.71,353,673.78,1,0,1,4,2,1
12,1,1,0,1,3550,0,0,1,3,1259.47,42353.88,346,676.61,1,0,1,2,0,1
44,0,0,2,1,1324,1,1,0,19,32.8,31067.81,380,687.95,0,1,0,1,7,1
11,0,1,2,1,4143,2,2,0,12,663.88,33238.59,802,557.62,1,1,1,3,2,1
32,0,0,1,0,6286,1,1,2,16,51.43,55917.02,582,737.84,1,0,0,1,6,0
34,0,0,0,1,4777,2,1,0,17,184.74,18390.44,375,716.26,0,1,1,4,2,1
16,1,0,4,1,3765,2,2,1,21,578.9,31773.07,375,760.08,0,1,0,1,7,0
64,1,2,2,1,5091,1,2,0,10,33.82,25020.03,794,564.46,0,1,0,1,1,1
48,1,1,0,0,6286,0,2,2,9,107.26,1982.45,547,706.86,1,0,0,1,7,1
26,0,0,5,0,6286,2,1,0,9,58.43,19738.78,800,773.2,0,1,0,1,0,0
33,1,1,4,1,273,2,2,0,15,68.27,47119.56,729,793.03,1,0,1,2,0,0
18,0,0,2,1,1973,1,2,1,6,430.65,27046.86,387,600.05,0,1,0,1,1,1
29,0,1,0,0,6286,0,2,1,18,126.86,38660.03,358,684.59,1,0,1,3,0,1
11,1,1,1,1,6286,0,1,0,3,141.17,11250.95,346,707.95,1,0,1,4,1,1
43,1,0,4,1,3212,1,1,1,8,99.71,21963.34,794,720.37,1,0,1,2,1,0
43,1,0,0,1,1920,1,1,1,15,51.02,32673.02,377,668.36,0,1,0,1,2,1
45,1,0,1,0,6286,1,1,2,16,30.23,69190.14,358,792.19,0,1,1,2,4,0
39,1,0,0,1,1001,2,0,1,15,559.0,43545.32,236,237.53962084244648,1,1,0,1,3,1
19,0,0,1,0,6286,1,0,0,18,413.77,38056.69,357,1120.4672912083315,0,1,1,4,0,1
60,1,1,0,1,4921,0,2,1,17,451.36,29842.44,794,704.53,1,0,0,1,3,1
60,0,1,1,1,1852,2,1,2,13,231.9,45999.71,382,701.77,0,1,0,1,2,1
48,1,0,2,1,1103,0,2,2,19,144.23,49930.68,376,653.21,0,1,1,3,3,1
63,1,1,0,1,435,1,0,1,7,608.16,2772.1,351,660.49,1,1,0,1,3,1
14,0,0,5,0,6286,2,1,2,14,87.06,2618.3,387,642.24,0,1,1,0,2,1
23,1,0,0,0,6286,2,1,2,13,171.56,26230.5,374,539.34,0,1,1,0,0,1
48,0,2,5,1,3275,1,2,1,17,34.62,3469.07,802,709.08,0,1,1,2,3,0
40,1,0,2,1,287,0,2,2,11,56.91,37571.62,358,1135.8505763708604,1,0,0,1,1,1
53,1,1,4,0,6286,2,1,1,7,59.33,8195.65,349,1314.328625597784,1,0,0,1,3,0
52,1,0,4,1,2764,1,2,2,10,58.18,13140.2,374,755.08,0,1,0,1,7,0
20,0,1,1,0,6286,1,1,1,7,201.21,66618.1,225,849.69,0,1,0,1,6,0
26,0,0,5,1,4458,0,0,2,19,425.78,21217.41,801,975.625666392568,1,1,0,1,6,0
53,1,0,2,0,6286,1,2,2,18,31.89,39786.85,350,697.55,0,1,0,1,1,1
50,0,1,4,0,6286,1,2,0,23,154.8,36209.17,346,740.0,1,0,1,0,7,0
63,1,0,0,0,6286,2,0,1,11,427.11,30759.89,802,672.08,1,0,1,0,3,1
45,0,0,2,1,5437,1,1,1,7,576.73,5923.2,347,512.69,1,0,0,1,7,1
36,1,1,2,0,6286,1,2,1,19,123.5,36677.56,802,631.87,1,0,0,1,7,1
48,1,0,5,0,6286,1,2,1,13,188.98,33488.89,346,724.24,1,0,0,1,3,0
55,0,0,1,0,6286,0,1,2,14,173.08,13788.92,347,543.7364187610665,1,0,1,0,0,0
63,1,1,3,1,5485,1,0,1,3,613.62,73309.39,349,758.68,1,0,0,1,4,0
45,0,1,2,1,2470,2,1,0,21,174.73,28985.79,380,556.65,1,0,0,1,3,1
30,0,1,0,0,6286,0,1,0,3,84.88,36360.03,802,686.28,0,1,0,1,0,1
57,0,1,0,0,6286,1,1,0,5,290.5,5669.67,43,671.01,0,1,1,3,3,1
29,0,1,0,0,6286,2,2,1,10,59.89,14872.36,349,571.52,0,1,0,1,0,1
61,0,0,2,0,6286,0,1,2,8,252.18,35174.96,380,698.96,1,1,1,4,3,1
16,0,1,3,0,6286,1,1,0,9,362.39,21331.46,354,773.88,1,0,0,1,2,0
48,1,0,0,1,3397,2,2,0,20,261.11,35572.07,354,645.4,1,0,1,2,7,1
21,1,0,2,0,6286,1,1,2,14,134.26,49853.25,358,622.23,0,1,1,3,0,1
26,1,0,0,1,4034,2,2,2,22,159.86,38142.48,374,414.52982593248726,1,0,1,0,7,1
56,0,1,1,1,6286,0,1,1,10,101.81,5172.8,729,780.28,1,0,1,3,7,0
48,0,1,4,1,3577,1,2,2,2,30.35,21011.9,374,798.19,1,0,0,1,1,0
12,0,0,4,1,222,1,2,2,11,231.08,3615.18,382,781.66,0,1,1,2,7,0
39,1,2,5,1,2958,2,2,2,7,31.04,21831.9,802,674.64,1,0,0,1,0,1
33,0,0,4,1,1094,1,2,2,11,1024.9023543788874,91596.79,353,760.36,0,1,1,4,8,0
13,1,1,1,0,6286,2,2,0,3,144.29,31418.1,351,716.94,0,1,1,0,0,0
16,1,1,2,0,6286,0,2,2,6,1763.470667783355,49137.43,411,564.18,1,0,1,3,3,1
47,0,1,0,1,3427,0,1,1,17,277.43,39247.88,349,529.49,0,1,0,1,1,1
13,0,1,0,1,3426,2,1,1,7,129.38,41882.03,357,639.72,0,1,1,4,2,1
29,1,1,4,0,6286,0,1,0,2,351.73,48161.36,355,784.55,0,1,1,2,8,0
32,0,2,0,0,6286,0,0,1,17,361.77,3996.21,377,579.71,1,0,1,3,3,1
44,1,0,1,0,6286,0,1,2,10,138.35,24816.84,376,716.64,0,1,1,2,3,1
38,0,1,1,1,6201,0,2,2,7,154.74,14810.67,350,604.73,0,1,0,1,3,1
17,0,1,5,1,1804,2,1,0,17,243.83,15694.48,799,662.27,0,1,0,1,3,1
49,0,1,5,1,2177,1,2,1,16,145.04,7065.76,357,899.8828486700262,1,0,1,2,3,1
39,0,0,4,1,5791,1,1,2,16,89.83,27385.32,353,774.96,1,0,1,3,0,0
50,0,0,3,1,1537,0,2,2,7,30.68,41522.1,802,758.99,1,0,1,0,0,0
52,1,0,3,1,5763,1,1,0,14,499.62,36416.82,729,769.81,1,1,1,4,2,0
22,1,2,3,1,6286,2,2,1,15,1052.05726032773,15837.69,358,784.73,0,1,1,4,1,0
28,1,1,1,0,6286,1,2,2,6,270.34,68886.98,336,765.88,1,0,0,1,8,0
22,0,1,1,1,6286,2,0,0,14,599.9,34045.25,382,669.17,1,1,1,0,3,1
50,0,0,5,1,84,0,2,0,10,109.35,25880.01,794,718.07,1,0,1,3,0,0
34,0,2,2,1,6286,2,0,1,5,840.3,44680.85,382,563.66,1,1,0,1,7,1
14,0,1,0,0,6286,1,0,1,11,492.82,3390.37,801,654.5,1,0,0,1,7,1
38,1,1,3,1,1763,2,1,0,25,133.84,2461.6,349,767.77,0,1,0,1,0,0
57,0,1,1,1,5505,1,2,0,18,190.67,14067.0,801,760.96,0,1,1,2,4,0
12,0,1,0,1,6286,1,2,0,7,116.78,6283.87,375,307.2380943241726,1,0,1,2,7,1
38,0,0,2,1,2146,2,0,1,8,533.26,25062.36,794,561.73,1,0,1,3,1,1
56,0,0,5,0,6286,0,2,1,8,50.53,22919.56,799,768.95,0,1,0,1,3,0
59,0,2,2,1,6286,2,2,0,7,122.29,30219.88,729,310.7686765176735,0,1,0,1,1,1
31,0,0,5,1,170,0,0,0,15,592.4,22997.97,349,698.94,0,1,1,3,3,1
53,0,0,1,1,4916,2,1,2,15,52.32,37874.11,351,605.12,0,1,0,1,0,1
52,0,1,4,0,6286,1,2,2,21,272.39,9680.59,357,727.06,1,0,0,1,2,0
32,0,0,5,0,6286,0,1,0,6,31.38,49723.11,380,600.83,1,0,0,1,3,1
32,1,1,0,0,6286,2,2,2,21,135.06,11858.5,387,59.407068477525065,1,0,1,0,3,1
30,1,2,4,0,6286,2,1,0,18,146.47,44067.0,336,828.89,0,1,1,0,4,0
28,1,0,2,0,6286,0,1,1,13,30.39,25190.75,357,627.13,1,0,1,2,1,1
32,0,0,2,0,6286,2,1,2,14,101.52,45720.73,376,646.53,1,0,1,4,3,1
14,1,2,2,0,6286,2,1,0,22,256.41,18786.39,351,709.21,0,1,1,2,1,1
56,1,1,0,1,954,1,2,2,3,81.89,48767.13,799,505.81,0,1,0,1,2,1
26,0,1,0,0,6286,0,1,0,14,206.75,6722.04,375,543.27,1,1,0,1,7,1
51,1,1,2,0,6286,2,2,0,23,368.75,12890.0,376,679.41,1,1,0,1,7,1
43,0,1,1,1,4063,0,1,2,13,516.94,32453.39,355,616.24,1,0,0,1,1,1
10,0,1,3,1,930,2,0,2,12,897.8,32191.36,350,722.64,0,1,0,1,2,0
60,0,0,1,1,4374,1,1,2,18,238.78,3266.39,349,684.5,1,0,1,4,7,1
49,0,0,1,1,2238,1,1,2,13,812.54,18557.23,729,714.76,1,1,0,1,0,1
39,0,1,1,1,4036,0,0,0,22,401.9,41500.08,349,367.9336047488645,1,0,0,1,6,0
59,1,0,4,1,1406,0,2,0,13,38.94,39691.91,350,761.09,1,0,1,3,3,0
40,0,1,3,1,1921,0,2,0,23,32.83,3893.99,391,775.53,0,1,0,1,3,0
59,1,1,4,1,3602,1,1,2,20,182.3,4051.95,403,752.05,1,0,1,0,0,0
40,1,0,3,1,393,2,1,1,9,243.9,51578.3,351,805.0,0,1,1,4,8,0
38,0,1,2,0,6286,1,1,2,9,131.18,14734.62,380,1106.139844765185,1,0,0,1,0,1
35,1,1,0,0,6286,2,2,2,15,120.4,1499.44,387,501.71,1,0,1,0,3,1
23,0,2,1,0,6286,2,2,1,7,226.66,14759.6,410,732.2,0,1,0,1,6,0
11,1,2,1,1,4963,1,1,0,17,164.85,33285.55,351,763.1,0,1,0,1,1,0
53,1,1,2,0,6286,0,1,2,13,271.33,37924.86,358,948.3323319140344,1,0,0,1,3,1
44,0,0,5,1,1662,1,1,1,8,110.77,63991.18,360,762.66,0,1,0,1,5,0
23,0,0,3,0,6286,1,1,1,18,199.54,19497.91,346,721.85,1,0,1,0,1,0
12,0,0,2,1,6010,0,2,0,2,595.82,21693.58,109,572.5,1,1,1,3,7,1
51,0,1,1,1,2727,0,2,1,2,162.31,73391.47,582,848.15,0,1,0,1,8,0
48,1,0,0,1,4736,1,0,0,12,630.33,27720.86,350,608.66,0,1,1,0,1,1
42,0,2,1,0,6286,1,1,0,16,43.49,36163.4,358,695.05,1,0,0,1,3,1
10,0,0,0,1,6280,1,0,0,15,757.82,40496.16,403,596.71,1,1,1,4,0,1
64,0,1,3,0,6286,1,2,2,15,308.29,90153.79,729,736.87,1,1,1,4,5,0
52,0,0,1,0,6286,1,2,1,13,149.56,11215.96,802,945.750064032512,0,1,1,0,3,1
59,0,2,2,1,6129,2,2,0,14,592.9,4411.82,799,553.09,1,0,1,2,0,1
34,0,1,1,1,2561,2,2,0,13,147.6,32776.66,346,690.03,1,0,0,1,1,1
22,0,2,2,0,6286,0,2,2,9,88.22,9570.58,391,526.19,0,1,1,3,1,1
25,1,2,0,0,6286,2,2,0,4,110.81,38995.87,729,561.57,0,1,1,2,2,1
42,0,2,2,0,6286,1,2,0,8,42.97,6685.12,799,673.45,1,0,0,1,1,1
51,0,1,5,0,6286,1,2,1,8,202.42,12845.33,391,795.87,1,1,1,2,0,0
50,0,1,1,0,6286,1,1,1,7,395.22,99293.27,349,701.71,1,1,1,3,8,0
64,0,1,2,1,1673,1,1,1,10,78.93,38632.43,391,1140.468567556521,0,1,1,0,7,1
10,0,1,5,0,6286,2,0,1,12,314.86,9140.43,347,744.39,0,1,1,4,3,0
39,1,0,0,0,6286,2,2,0,18,238.71,31665.98,729,656.67,1,0,1,2,7,1
63,1,0,0,0,6286,0,1,2,16,31.28,13418.2,375,1264.7195450871554,1,0,1,4,2,1
17,0,1,4,1,6286,2,0,2,14,690.9,39735.39,800,726.1,1,0,0,1,8,0
24,0,2,0,1,5221,0,1,0,12,267.23,34862.84,349,625.84,0,1,1,4,1,1
36,1,0,0,1,2494,0,2,0,16,92.66,18537.64,794,651.97,1,0,0,1,2,1
37,1,2,5,1,1478,1,1,1,18,113.66,38524.89,799,667.13,0,1,1,0,0,1
23,0,1,2,0,6286,2,1,2,20,177.94,21410.7,801,695.56,0,1,1,4,0,1
29,1,0,2,1,5627,2,2,1,15,288.22,15550.23,346,553.03,1,0,0,1,3,1
47,0,2,1,0,6286,1,1,1,8,289.18,67248.85,354,748.04,1,1,0,1,8,0
34,1,0,0,0,6286,0,1,0,17,482.62,14730.93,290,536.3,1,0,1,4,0,1
44,1,2,5,1,5968,1,1,2,11,625.88,42260.18,799,742.84,1,0,0,1,3,0
25,1,1,4,0,6286,2,2,0,14,46.26,2260.81,354,794.54,0,1,1,0,0,0
58,0,1,0,1,4901,1,2,1,14,268.18,24313.93,802,595.11,1,0,1,4,0,1
37,0,1,0,0,6286,0,2,0,15,326.09,31282.82,353,1165.4900785767366,1,0,0,1,7,1
18,0,0,4,0,6286,1,2,1,11,220.43,88487.77,802,846.73,1,0,1,4,4,0
25,1,2,3,0,6286,0,1,2,23,34.7,57749.55,800,787.85,0,1,1,4,6,0
34,0,2,0,0,6286,1,1,0,17,31.0,11058.03,357,614.32,0,1,1,0,2,1
57,1,1,1,0,6286,2,1,2,6,287.95,19152.42,375,628.14,1,1,0,1,1,1
55,1,2,3,0,6286,0,1,0,25,180.52,79468.17,353,777.1,1,0,0,1,5,0
30,1,2,2,0,6286,0,2,1,24,39.39,24563.37,372,695.9,0,1,1,0,3,1
62,0,1,1,1,3874,2,1,1,13,50.7,15496.94,374,651.06,1,0,1,3,3,1
27,1,1,2,0,6286,2,1,1,18,133.69,35228.03,376,630.48,0,1,0,1,3,1
25,1,0,1,1,436,2,2,0,12,209.18,2033.22,216,611.69,0,1,1,3,3,1
54,1,0,4,1,5193,0,2,2,4,1077.2628927354458,7760.82,382,587.9310802193078,1,0,0,1,2,0
43,1,1,1,0,6286,1,1,2,14,115.44,37022.44,358,787.14,0,1,0,1,0,0
55,0,0,1,0,6286,1,1,2,16,344.14,2430.17,800,615.18,0,1,0,1,2,1
45,0,2,2,0,6286,1,1,0,12,1308.330951740528,6737.09,800,562.8,0,1,1,2,1,1
12,1,2,5,1,263,2,0,2,18,624.29,37919.02,353,737.12,0,1,0,1,4,0
33,1,1,0,0,6286,2,1,1,7,159.29,10942.1,801,632.47,1,0,1,4,7,1
12,1,1,2,1,2914,0,1,1,18,116.48,1123.76,729,558.31,0,1,1,3,2,1
12,1,1,5,1,6286,2,2,0,14,210.32,40368.65,387,796.84,0,1,1,0,2,0
50,1,1,5,1,4242,2,1,0,2,115.12,11481.35,350,780.46,1,0,0,1,2,0
14,1,1,2,0,6286,1,1,2,9,36.58,17372.86,375,613.8,1,0,1,0,1,1
28,0,1,0,0,6286,0,1,1,12,217.57,31101.67,799,652.28,1,0,0,1,0,1
45,0,1,3,0,6286,0,1,0,16,33.94,66917.63,347,1304.8898480726562,1,0,1,0,8,0
62,0,1,0,1,4531,2,2,1,21,33.91,27193.01,233,707.01,1,0,1,0,1,1
14,0,0,1,1,2506,2,1,2,7,66.15,3630.8,801,756.97,0,1,0,1,7,0
21,0,1,1,0,6286,0,1,0,9,30.29,2795.94,802,760.4,1,0,1,3,1,0
18,0,1,5,0,6286,1,0,1,10,273.72,12974.01,649,742.88,1,0,1,3,3,0
54,0,1,0,1,3981,0,2,2,10,99.91,5983.0,802,545.05,1,0,1,2,3,1
16,0,0,5,1,3848,1,1,0,14,181.31,29815.71,350,664.63,0,1,1,4,1,1
59,1,1,2,1,4230,1,2,2,16,32.15,11491.28,351,651.88,1,0,0,1,2,1
32,0,2,5,1,1061,1,1,0,18,505.7,12306.33,391,726.79,0,1,1,2,2,0
56,1,2,4,1,2107,0,1,1,12,39.7,66237.4,353,761.82,1,0,0,1,5,0
39,0,1,0,1,3381,2,0,1,3,719.68,5282.33,349,685.21,1,1,1,0,1,1
42,1,0,0,1,2125,0,2,1,10,34.21,31420.85,403,542.62,1,0,1,2,1,1
13,1,0,1,0,6286,2,1,0,12,193.06,14942.98,794,780.12,1,0,0,1,8,0
33,1,1,1,0,6286,2,1,0,15,165.5,15980.55,350,707.94,0,1,1,4,1,1
23,1,2,0,1,1883,2,2,1,19,31.16,14589.09,380,646.25,0,1,1,4,2,1
18,1,1,1,1,3050,0,1,2,15,137.82,2800.28,794,795.75,1,0,1,4,6,0
44,0,2,0,1,5354,2,1,1,16,75.24,34948.0,358,636.49,0,1,0,1,2,1
57,0,1,0,0,6286,1,1,1,15,75.69,24655.99,354,677.78,0,1,0,1,1,1
23,1,1,0,0,6286,0,0,2,18,376.94,42869.98,353,639.31,1,0,1,3,2,1
18,1,1,4,0,6286,0,1,2,11,89.53,90651.76,582,1085.140433255871,0,1,0,1,6,0
14,1,1,3,0,6286,2,2,1,16,181.11,11151.43,794,1360.305871974564,0,1,0,1,6,0
26,0,0,1,1,5257,1,2,1,9,794.78,31333.56,357,722.54,1,1,1,0,7,0
51,1,0,4,1,2049,0,1,2,7,562.42,6086.75,354,409.1933007568029,0,1,0,1,6,0
42,0,1,4,1,3007,2,2,2,10,33.41,4479.27,382,388.36771128768504,1,0,0,1,7,0
29,0,0,0,0,6286,2,2,0,14,43.73,3518.24,802,662.71,0,1,0,1,1,1
60,1,1,3,1,994,2,2,1,8,84.7,21082.33,355,743.37,0,1,1,4,2,0
40,0,0,0,1,1239,0,2,2,15,31.0,49991.31,353,897.4552831813719,0,1,0,1,7,1
16,1,0,5,1,3273,1,2,0,6,78.23,815.22,802,785.87,0,1,1,4,2,0
56,0,0,1,0,6286,1,2,1,12,272.94615749781474,28480.38,731,672.39,0,1,0,1,0,1
62,1,0,5,0,6286,1,2,1,21,122.6,84573.21,729,308.4333038795233,0,1,1,3,6,0
62,0,0,4,0,6286,0,2,0,12,1032.250392452749,24989.53,802,762.98,1,0,0,1,0,0
29,1,1,0,0,6286,2,1,1,22,92.92,38408.48,350,515.75,0,1,1,2,1,1
60,0,1,2,1,2572,2,2,0,13,1042.6577053432177,30014.53,391,622.94,0,1,1,0,0,1
44,1,1,4,0,6286,2,2,2,12,184.84,38685.47,802,760.64,1,0,1,0,2,0
21,0,0,2,1,536,1,2,2,14,320.52,14131.53,346,242.65763527532465,1,1,1,2,2,1
41,0,1,0,1,3876,2,2,0,14,1093.608376866326,40706.84,275,615.0,0,1,1,3,0,1
42,1,0,0,1,1413,1,1,2,16,373.18,7962.03,799,508.46,1,1,1,0,3,1
54,0,1,4,0,6286,0,2,2,6,287.91,45014.5,794,1046.032524563744,1,1,0,1,3,0
56,0,0,5,1,6286,1,1,2,12,217.73,39138.01,349,641.91,0,1,0,1,2,1
13,0,0,3,0,6286,1,2,1,9,117.5,46391.63,374,706.41,1,0,1,4,7,0
57,0,0,5,1,593,1,1,0,17,227.23,31018.64,350,731.73,1,1,0,1,8,0
16,0,1,1,1,894,0,1,0,24,110.88,10689.77,336,736.94,0,1,0,1,4,0
47,1,0,3,0,6286,1,0,0,15,431.33,9143.43,799,787.25,1,1,0,1,8,0
36,1,1,3,0,6286,1,1,0,16,33.72,91283.4,360,813.08,1,0,0,1,8,0
